,did,lat_dest,long_dest,flow,hour
129,1504,24.794,46.818,1,14:00
130,1506,24.794,46.699,2,14:00
131,1515,24.797,46.567,1,14:00
132,1523,24.799,46.666,1,14:00
133,1527,24.799,46.741,1,14:00
134,1530,24.799,46.759,1,14:00
135,1534,24.801,46.631,1,14:00
136,1536,24.801,46.66,1,14:00
137,1537,24.801,46.699,1,14:00
138,1541,24.802,46.707,1,14:00
139,1555,24.805,46.626,2,14:00
140,1558,24.806,46.695,1,14:00
141,1560,24.806,46.712,2,14:00
142,1561,24.806,46.765,1,14:00
143,1562,24.807,46.721,2,14:00
144,1567,24.808,46.665,2,14:00
145,1568,24.808,46.792,1,14:00
146,1573,24.81,46.783,1,14:00
147,1579,24.813,46.712,9,14:00
148,1583,24.814,46.7,1,14:00
149,1584,24.814,46.656,1,14:00
150,1585,24.814,46.813,1,14:00
151,1590,24.815,46.632,1,14:00
152,1593,24.816,46.775,2,14:00
153,1596,24.817,46.801,1,14:00
154,1597,24.817,46.71,1,14:00
155,1600,24.818,46.765,1,14:00
156,1602,24.819,46.787,1,14:00
157,1603,24.82,46.676,2,14:00
158,1605,24.82,46.686,1,14:00
159,1606,24.82,46.751,1,14:00
160,1607,24.82,46.622,1,14:00
161,1610,24.822,46.812,1,14:00
162,1612,24.822,46.641,3,14:00
163,1614,24.823,46.842,1,14:00
164,1618,24.826,46.804,1,14:00
165,1619,24.826,46.739,6,14:00
166,1622,24.829,46.638,1,14:00
167,1623,24.829,46.723,3,14:00
168,1626,24.83,46.648,1,14:00
169,1633,24.836,46.683,9,14:00
170,1635,24.837,46.773,1,14:00
171,1655,24.85,46.762,1,14:00
172,1658,24.851,46.696,2,14:00
173,1665,24.856,46.697,5,14:00
174,1687,24.879,46.874,2,14:00
175,1691,24.908,46.828,1,14:00
176,1693,24.923,46.713,1,14:00
177,1696,24.943,46.652,1,14:00
178,1697,24.948,46.705,3,14:00
179,1699,24.955,46.702,6,14:00
180,1706,24.962,46.801,1,14:00
181,1711,24.975,46.771,1,14:00
