,did,lat_dest,long_dest,flow,hour
64,1277,24.752,46.744,2,13:00
65,1278,24.752,46.704,1,13:00
66,1279,24.752,46.657,1,13:00
67,1282,24.752,46.749,1,13:00
68,1284,24.753,46.699,1,13:00
69,1285,24.753,46.684,1,13:00
70,1294,24.753,46.84,1,13:00
71,1299,24.754,46.637,1,13:00
72,1305,24.754,46.832,1,13:00
73,1306,24.755,46.803,1,13:00
74,1309,24.755,46.728,2,13:00
75,1310,24.755,46.739,1,13:00
76,1315,24.756,46.663,1,13:00
77,1316,24.756,46.681,1,13:00
78,1317,24.756,46.711,1,13:00
79,1320,24.756,46.75,1,13:00
80,1321,24.758,46.648,1,13:00
81,1322,24.758,46.783,1,13:00
82,1329,24.759,46.756,1,13:00
83,1330,24.759,46.757,2,13:00
84,1333,24.759,46.799,1,13:00
85,1344,24.762,46.674,1,13:00
86,1346,24.762,46.736,5,13:00
87,1348,24.762,46.655,1,13:00
88,1349,24.762,46.718,2,13:00
89,1350,24.763,46.747,1,13:00
90,1357,24.764,46.647,1,13:00
91,1361,24.764,46.763,4,13:00
92,1365,24.765,46.725,3,13:00
93,1374,24.768,46.808,1,13:00
94,1375,24.768,46.712,1,13:00
95,1380,24.768,46.747,2,13:00
96,1384,24.769,46.668,1,13:00
97,1389,24.77,46.781,1,13:00
98,1392,24.77,46.699,1,13:00
99,1396,24.771,46.726,2,13:00
100,1401,24.771,46.651,1,13:00
101,1404,24.772,46.734,3,13:00
102,1406,24.772,46.72,1,13:00
103,1407,24.773,46.646,2,13:00
104,1408,24.773,46.814,1,13:00
105,1410,24.774,46.683,1,13:00
106,1411,24.774,46.609,1,13:00
107,1412,24.774,46.832,1,13:00
108,1416,24.775,46.728,6,13:00
109,1419,24.776,46.777,1,13:00
110,1421,24.776,46.71,1,13:00
111,1423,24.776,46.699,2,13:00
112,1424,24.776,46.752,2,13:00
113,1431,24.777,46.661,1,13:00
114,1439,24.779,46.693,2,13:00
115,1442,24.78,46.738,1,13:00
116,1444,24.781,46.652,1,13:00
117,1445,24.781,46.768,2,13:00
118,1447,24.781,46.708,1,13:00
119,1451,24.782,46.75,1,13:00
120,1461,24.784,46.692,1,13:00
121,1464,24.785,46.725,5,13:00
122,1466,24.785,46.631,1,13:00
123,1468,24.785,46.661,1,13:00
124,1474,24.786,46.703,2,13:00
125,1478,24.787,46.719,1,13:00
126,1482,24.788,46.618,1,13:00
127,1487,24.789,46.809,2,13:00
128,1492,24.79,46.711,7,13:00
129,1494,24.79,46.767,1,13:00
130,1499,24.792,46.641,1,13:00
131,1504,24.794,46.818,1,13:00
132,1505,24.794,46.629,1,13:00
133,1506,24.794,46.699,1,13:00
134,1509,24.794,46.734,1,13:00
135,1510,24.794,46.657,1,13:00
136,1512,24.795,46.708,1,13:00
137,1524,24.799,46.728,1,13:00
138,1530,24.799,46.759,1,13:00
139,1533,24.8,46.717,3,13:00
140,1535,24.801,46.656,1,13:00
141,1536,24.801,46.66,2,13:00
142,1537,24.801,46.699,2,13:00
143,1539,24.802,46.648,1,13:00
144,1547,24.804,46.753,1,13:00
145,1553,24.805,46.776,1,13:00
146,1555,24.805,46.626,1,13:00
147,1557,24.805,46.782,1,13:00
148,1558,24.806,46.695,2,13:00
149,1560,24.806,46.712,1,13:00
150,1562,24.807,46.721,2,13:00
151,1566,24.808,46.649,3,13:00
152,1567,24.808,46.665,2,13:00
153,1574,24.81,46.704,1,13:00
154,1576,24.811,46.692,2,13:00
155,1579,24.813,46.712,7,13:00
156,1586,24.814,46.641,1,13:00
157,1590,24.815,46.632,1,13:00
158,1593,24.816,46.775,2,13:00
159,1599,24.818,46.578,1,13:00
160,1600,24.818,46.765,1,13:00
161,1602,24.819,46.787,1,13:00
162,1603,24.82,46.676,3,13:00
163,1604,24.82,46.595,1,13:00
164,1605,24.82,46.686,4,13:00
165,1606,24.82,46.751,2,13:00
166,1612,24.822,46.641,1,13:00
167,1618,24.826,46.804,1,13:00
168,1619,24.826,46.739,5,13:00
169,1621,24.828,46.796,1,13:00
170,1622,24.829,46.638,1,13:00
171,1623,24.829,46.723,6,13:00
172,1625,24.83,46.768,2,13:00
173,1626,24.83,46.648,2,13:00
174,1627,24.831,46.692,1,13:00
175,1633,24.836,46.683,9,13:00
176,1635,24.837,46.773,1,13:00
177,1655,24.85,46.762,2,13:00
178,1665,24.856,46.697,2,13:00
179,1693,24.923,46.713,1,13:00
180,1696,24.943,46.652,1,13:00
181,1698,24.951,46.794,1,13:00
182,1699,24.955,46.702,3,13:00
183,1703,24.959,46.794,1,13:00
184,1705,24.96,46.702,1,13:00
185,1711,24.975,46.771,3,13:00
186,1712,24.978,46.69,1,13:00
